image_name,color_hue_hist_0,color_hue_hist_1,color_hue_hist_2,color_hue_hist_3,color_hue_hist_4,color_hue_hist_5,color_hue_hist_6,color_hue_hist_7,color_hsv_mean_0,color_hsv_mean_1,color_hsv_mean_2,color_hsv_std_0,color_hsv_std_1,color_hsv_std_2,color_dominant_colors_0_0,color_dominant_colors_0_1,color_dominant_colors_0_2,color_dominant_colors_1_0,color_dominant_colors_1_1,color_dominant_colors_1_2,color_dominant_colors_2_0,color_dominant_colors_2_1,color_dominant_colors_2_2,shape_area,shape_perimeter,shape_aspect_ratio,shape_circularity,shape_solidity,shape_hu_moments_0,shape_hu_moments_1,shape_hu_moments_2,shape_hu_moments_3,edge_convexity,edge_significant_concavities,edge_complexity,edge_angle_variance,vein_vein_density,vein_direction_consistency,vein_mean_vein_width,vein_var_vein_width,tree_type
image_28.JPG,0.001258337520994246,0.11177852749824524,1.0,0.6304993033409119,0.24886630475521088,0.17668984830379486,0.08620811998844147,-1.949956640601158e-09,64.23673067454456,82.83028064992614,99.10519448547514,13.87174281021146,49.81212955676386,40.82715289111614,131,149,124,30,51,29,80,102,76,40812.5,906.5310868024826,1.0241935483870968,0.6240762561799836,0.9744988717899739,0.7871746825885263,3.606196338851634,3.751328039141665,6.478497230388343,0.828652952369161,8,4.487310299441547,0.2106684539457615,0.45753323485967506,0.431822383540146,0.5320946,0.259789,soybean
image_14.JPG,0.03177986666560173,-2.764863893389702e-10,0.13489003479480743,1.0,0.6997964978218079,0.3200465142726898,0.05049898102879524,0.0036818133667111397,71.95436192340634,102.3900403768506,101.21686039398018,10.804687280112468,35.55548055352687,27.83840216052386,87,110,71,45,68,35,201,204,197,40953.5,856.8498470783234,0.9453125,0.7009571024656379,0.9742830294163128,0.7750356232242485,2.8500435045897845,3.4206678904321315,5.054329108877274,0.8926813977016212,3,4.234081484399481,0.0859363968113245,0.35100942126514134,0.44555134781977357,0.69795924,0.3433224,soybean
image_38.JPG,0.025329889729619026,0.10795358568429947,1.0,0.42616939544677734,0.2582201659679413,0.2440112978219986,0.09304513782262802,-1.4115357771515846e-09,61.435182232016004,74.39073327727681,106.79828351068457,14.928632983214948,46.146952866949356,34.79505266806202,82,104,79,29,54,34,122,141,118,34595.5,900.732096195221,1.0267857142857142,0.5358437862232172,0.9762398589065255,0.767327064318078,2.5262770912063486,3.6232206831846847,5.34101098260922,0.7748220909816638,8,4.84268067310827,0.2239466701295658,0.4339064629302096,0.4253250552285154,0.5584112,0.2645527,soybean
image_39.JPG,0.03425905480980873,0.015341654419898987,0.13982871174812317,1.0,0.3708389401435852,0.313116192817688,0.02606889419257641,1.8189894035458565e-10,73.24098276305634,82.43362490352457,110.56521739130434,12.696676773562416,31.268030662383563,25.79784772231009,110,125,92,79,100,65,6,10,7,38944.0,831.3523744344711,0.9354838709677419,0.7080764290734677,0.9616871010359176,0.7839618156210826,4.5771284960099,3.3228613629301544,5.9216908562470065,0.8928357061866641,7,4.212742006774055,0.0969393738313108,0.28060200668896323,0.4204707483420387,0.88889366,0.5203733,soybean
image_76.JPG,7.785274647176266e-10,0.008828334510326385,0.46552401781082153,1.0,0.23863378167152405,0.23805487155914307,0.12520933151245117,0.006843509618192911,72.30687015432778,75.02132707217453,114.0966810966811,12.887069859903646,38.59243984395301,35.03920525705771,132,149,120,92,110,80,41,59,33,40956.5,968.5310851335526,0.991701244813278,0.5486628716824129,0.9813583486084654,0.794214917623568,4.7839019887060905,4.114376536263652,6.7007196356838525,0.7579817105928849,15,4.785773558574728,0.25167800847697863,0.44163181451317046,0.4285778058478962,0.5483503,0.26054066,soybean
image_89.JPG,0.012922585941851139,0.06492514908313751,0.9999999403953552,0.11333714425563812,0.14700524508953094,0.2539764940738678,0.1112036183476448,7.130438461899757e-10,58.888240704243856,66.91827617921429,119.07039810800158,12.011169075921071,39.37367077510798,31.598121252362173,86,112,86,122,146,121,19,41,28,37994.0,1063.5432792901993,0.9832635983263598,0.4220992177425783,0.9612285428762982,0.7631262140494042,2.52132409931107,3.3761344407749716,4.682526948633924,0.705935544454584,12,5.45629268224062,0.29718140316758407,0.4275128104059913,0.4191980104488032,0.5636493,0.25592825,soybean
image_88.JPG,0.014633944258093834,0.042132433503866196,1.0,0.17700202763080597,0.1952580213546753,0.23945128917694092,0.09960657358169556,7.8580342233181e-10,56.00564056405641,71.4995499549955,116.87179717971797,11.836404785028357,38.76766343191548,32.509010124185465,84,113,86,123,149,125,32,57,39,33429.5,944.2468158006668,0.8259109311740891,0.4711602971901515,0.9621384371852065,0.7541873128562783,2.4579113920418716,3.14933508727257,4.249427422589526,0.7594981149297936,11,5.1644085147120915,0.26130378676765564,0.43903390339033904,0.4275765862477723,0.5496428,0.2541398,soybean
image_77.JPG,-3.3251126296818256e-09,0.006119261495769024,0.6866009831428528,1.0,0.15975911915302277,0.2803647220134735,0.243624746799469,0.02079574391245842,68.20928522404158,72.12283066967349,125.22489949995098,13.43895926436836,36.137555551737094,33.88343914736201,133,152,122,33,52,31,95,117,85,40782.0,1177.2590091228485,0.9919028340080972,0.36977226974341537,0.9586629212162527,0.7419094493911725,2.1767424315005455,3.8247912707666742,4.729684231716199,0.6814920355870028,24,5.829586656746536,0.32846887329219265,0.43509167565447593,0.42808205972340263,0.55507785,0.2557767,soybean
image_9.JPG,0.03677000850439072,0.00889841839671135,0.2501802444458008,1.0,0.6881190538406372,0.1624293327331543,0.020396161824464798,4.656612873077393e-10,68.50883013220255,98.03761536542778,92.59281616363182,11.941018028306349,33.71276380546494,26.155500955980504,78,101,67,197,202,197,44,67,37,40151.0,868.7493424415588,0.9333333333333333,0.6685243840628223,0.9783024499591877,0.7866990493497418,3.657955068292661,3.543640387816268,5.572447300990644,0.8571524768325837,6,4.335571030419491,0.16949660554572318,0.33045647293589425,0.4008211476885848,0.73735684,0.3643478,soybean
image_64.JPG,0.028891969472169876,0.005636156536638737,0.07179432362318039,0.9999999403953552,0.43713104724884033,0.3062904477119446,0.04905411973595619,-1.800799509510398e-10,77.39376937052474,90.08231805065726,108.2771721705675,11.583078118616253,33.57428385762639,27.64449278998325,80,97,60,112,126,91,10,14,7,37529.5,816.8498460054398,0.9755102040816327,0.7068026667408664,0.9714363368104988,0.7796084363114126,3.328236636656588,3.322968529307926,6.576337554467561,0.8918656810917771,4,4.216536288345742,0.0917431468910043,0.3659559687934167,0.4341338864321944,0.6563965,0.29247466,soybean
